"","MF","MW","Ncharges","C","I","N","O","S","Br","Cl","F","H","P","Na","K","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP4869","C25FN2O3S",427.3425032,0,25,0,2,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,3,90.73,4.9382
"CMP4870","C15NO3S",274.2304,0,15,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,74.78,4.272
"CMP4871","C17O3",252.1801,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,27.69,3.7698
"CMP4872","C19O4",292.2009,0,19,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,2,44.76,3.9986
"CMP4873","C19Cl2N3O3S",421.1926,0,19,0,3,3,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,69.31,3.9193
"CMP4874","C26F2N2O5",458.2854064,0,26,0,2,5,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,4,3,84.94,5.0027
"CMP4875","C22N2O3",340.247,0,22,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,1,49.85,2.9662
"CMP4876","C16BrClN2O",351.541,0,16,0,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,32.34,4.8591
"CMP4877","C15F2N2O",262.1701064,0,15,0,2,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,32.34,3.0362
"CMP4878","C16ClN2O",271.637,0,16,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,32.34,3.6574
"CMP4879","C16Cl2N4O2S",383.1678,0,16,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,119.17,4.121
"CMP4880","C15N2O5",288.1709,2,15,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,1,101.55,3.1061
"CMP4881","C16NO3S",286.2411,0,16,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,74.78,4.7786
"CMP4882","C15ClNO3",277.6184,0,15,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,1,55.73,3.3281
"CMP4883","C15BrNO3",322.0694,0,15,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,1,55.73,3.4372
"CMP4884","C15NO3",242.1654,0,15,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,1,55.73,2.6747
"CMP4885","C16NO5S",318.2399,0,16,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,90.08,3.8265
"CMP4886","C26N4O2S",432.3688,0,26,0,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,5,112.14,6.1475
"CMP4887","C15N2",208.1739,0,15,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,28.68,3.8693
"CMP4888","C10NO4",198.1113,2,10,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,75.28,2.5615
"CMP4889","C12N4O2S",264.219,2,12,0,4,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,105.21,2.82
"CMP4890","C19BrFN3O",385.1252032,0,19,0,3,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,35.58,3.8149
"CMP4891","C15N4O2S2",332.3161,0,15,0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,143.67,2.9791
"CMP4892","C20N4O2",328.2396,2,20,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,66.88,4.5482
"CMP4893","C17BrN2O5",392.0963,2,17,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,1,101.55,4.5047
"CMP4894","C24N3O3",378.2751,0,24,0,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,71.41,4.2166
"CMP4895","C20BrN2O",364.1308,0,20,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,23.55,3.9601
"CMP4896","C16ClFN2OS",322.7004032,0,16,0,2,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,73.22,4.4694
"CMP4897","C16BrNO3",334.0801,0,16,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,2,47.56,3.4276
"CMP4898","C18N2O5",324.203,0,18,0,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,3,2,77.1,2.0299
"CMP4899","C16F2N3O3",320.1863064,0,16,0,3,3,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,1,61.88,2.0163
"CMP4900","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,91.68,4.592
"CMP4901","C13BrClNO3S",365.566,0,13,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,71.62,4.6929
"CMP4902","C15BrNO2",306.07,0,15,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,49.33,4.0968
"CMP4903","C14Cl2N5S",341.1543,0,14,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,94.76,3.8178
"CMP4904","C20N2OS2",348.3568,0,20,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,88.43,4.6793
"CMP4905","C19N2O2S2",352.3455,0,19,0,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,106.8,3.9739
"CMP4906","C16Cl2N2O2S",355.1544,0,16,0,2,2,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,93.45,4.6893
"CMP4907","C24N2O3",364.2684,0,24,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,58.64,4.4292
"CMP4908","C18O2",248.1914,0,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,26.3,4.2313
"CMP4909","C13O3",204.1373,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,39.44,2.6724
"CMP4910","C11FN2OS",227.1939032,0,11,0,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,65.38,2.6125
"CMP4911","C16N3O2S2",330.3201,0,16,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,131.64,4.1689
"CMP4912","C26FN3O3",421.2949032,0,26,0,3,3,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,4,71.41,4.8889
"CMP4913","C15BrNO3",322.0694,0,15,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,1,55.73,3.4372
"CMP4914","C15NO5",274.1642,0,15,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,74.19,1.9117
"CMP4915","C15N2O4S3",368.3665,0,15,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,138.2,5.0436
"CMP4916","C21N2O2",312.2369,0,21,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,3,55.12,4.0667
"CMP4917","C16N2O3S",300.2478,0,16,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,97.64,4.3204
"CMP4918","C23N3O4S",414.3288,0,23,0,3,4,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,3,2,112.73,3.2685
"CMP4919","C17BrClN2O2S",411.6161,0,17,0,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,87.48,5.2487
"CMP4920","C15BrClN2O2",355.5297,0,15,0,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,41.57,3.6998
"CMP4921","C18N4OS2",352.3488,0,18,0,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,134.44,4.6654
"CMP4922","C10N2O4S2",276.248,0,10,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,109.1,3.5174
"CMP4923","C14ClNO4S",313.6721,0,14,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,81.18,3.9574
"CMP4924","C26FN3O2S",437.3605032,0,26,0,3,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,4,86.43,5.0538
"CMP4925","C19N4O4S",380.2927,2,19,0,4,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,3,2,131.51,3.9187
"CMP4926","C23N3O3S2",430.3944,0,23,0,3,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,4,132.81,5.5712
"CMP4927","C18N2O3S",324.2692,0,18,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,97.64,4.3585
"CMP4928","C22N3O5",386.2525,0,22,0,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,3,2,88.92,2.4987
"CMP4929","C11NO3",194.1226,0,11,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,47.56,1.9013
"CMP4930","C14N2O5",276.1602,0,14,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,94.22,0.837
"CMP4931","C16N5O2",294.2035,2,16,0,5,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,2,86.01,3.0015
"CMP4932","C17NO2",250.1874,0,17,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,49.33,3.8707
"CMP4933","C25N2O3",376.2791,2,25,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,3,66.13,5.1708
"CMP4934","C15NO4S",290.2298,0,15,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,81.18,3.6124
"CMP4935","C17F3N2O3S",369.2537096,0,17,0,2,3,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,91.68,4.3133
"CMP4936","C16ClN3OS",317.7087,0,16,0,3,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,86.11,3.7209
"CMP4937","C22N5OS",382.3333,0,22,0,5,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,103.93,4.2485
"CMP4938","C23N2O8S",464.3197,0,23,0,2,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,3,2,142.06,2.8537
"CMP4939","C14ClNO",233.6089,0,14,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,29.1,4.0394
"CMP4940","C11N2OS",208.1955,0,11,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,65.38,2.6079
"CMP4941","C21NO3",314.2296,0,21,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,48.3,3.5127
"CMP4942","C15BrNO3",322.0694,0,15,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,2,1,55.73,3.4372
"CMP4943","C19FN2O3S",355.2783032,0,19,0,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,4,84.98,4.4701
"CMP4944","C15Cl2N4OS",355.1577,0,15,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,95.01,4.6809
"CMP4945","C21N2O",296.2375,0,21,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,23.55,3.6683
"CMP4946","C18IN2O3",419.10867,0,18,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,3,53.35,3.4372
"CMP4947","C21ClN2O2S2",411.8199,0,21,0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,106.8,4.619
"CMP4948","C13FN2O3S",283.2141032,0,13,0,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,66.07,1.8898
"CMP4949","C19ClN2O4",355.6673,0,19,0,2,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,2,67.87,3.6676
"CMP4950","C18ClN3O3S",373.7289,2,18,0,3,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,119.04,5.6596
"CMP4951","C14NO4S",278.2191,0,14,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,81.18,3.304
"CMP4952","C17BrN2O3S",392.1625,0,17,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,67.35,3.9355
"CMP4953","C15ClF3NO4S",382.6780096,0,15,0,1,4,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,79.9,4.5799
"CMP4954","C19ClN2O3S",371.7329,0,19,0,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,3,92.6,5.3951
"CMP4955","C10N2O2",180.1192,0,10,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,41.57,1.5456
"CMP4956","C18BrN3O3",386.1149,2,18,0,3,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,69.37,3.7747
"CMP4957","C15N3O3S",302.2438,2,15,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,119.04,3.6376
"CMP4958","C22N3O2S",370.3193,0,22,0,3,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,86.43,3.7903
"CMP4959","C22N2O4S2",420.3764,0,22,0,2,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,4,3,129.15,5.3922
"CMP4960","C19FN2O3S",355.2783032,0,19,0,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,58.23,3.6875
"CMP4961","C18ClN2O3",327.6572,0,18,0,2,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,58.64,3.5773
"CMP4962","C10H2N2OS",198.20068,0,10,0,2,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,69.29,2.824
"CMP4963","C15Cl2N2O",295.0793,0,15,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,41.99,4.5783
"CMP4964","C14ClN2O",247.6156,0,14,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,32.34,3.0837
"CMP4965","C17FN3S",297.2654032,0,17,0,3,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,71.94,4.3
"CMP4966","C21FN2O8S",459.2967032,0,21,0,2,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,3,2,142.06,2.4616
"CMP4967","C17BrN2O3",360.0975,0,17,0,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,58.64,3.0637
"CMP4968","C17BrN2O",328.0987,0,17,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,32.34,3.9827
"CMP4969","C23N3O8S",478.3264,0,23,0,3,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,3,2,161.93,2.7354
"CMP4970","C17ClN2O3S2",379.7765,0,17,0,2,3,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,1,107.24,2.6659
"CMP4971","C16Cl2NO3",325.0821,0,16,0,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,3,3,47.56,4.6036
"CMP4972","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,58.23,3.1255
"CMP4973","C22ClN3O",357.7079,0,22,0,3,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,35.58,3.9484
"CMP4974","C17ClN2O3",315.6465,0,17,0,2,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,58.64,3.397
"CMP4975","C18N2S",276.271,0,18,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,31.78,3.7346
"CMP4976","C17ClFN2O3",334.6449032,0,17,0,2,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,58.64,3.408
"CMP4977","C17Cl2NO3",337.0928,0,17,0,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,2,47.56,4.8921
"CMP4978","C18ClN2O4",343.6566,0,18,0,2,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,2,67.87,3.2775
"CMP4979","C11NO5",226.1214,0,11,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,1,84.86,0.4181
"CMP4980","C20N2O2S",332.2912,0,20,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,93.45,4.8972
"CMP4981","C20N2O4S2",396.355,0,20,0,2,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,4,2,125.26,3.5034
"CMP4982","C13IN2O3S",391.12017,2,13,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,103.16,4.509
"CMP4983","C14ClN3O2",277.6217,0,14,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,68.02,3.5746
"CMP4984","C17ClN3O4S",377.7176,2,17,0,3,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,132.18,5.4167
"CMP4985","C16ClN3S",301.7093,0,16,0,3,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,68.18,4.7283
"CMP4986","C16ClNO4",305.6285,0,16,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,83.47,3.1342
"CMP4987","C16FN2OS",287.2474032,0,16,0,2,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,65.38,3.8273
"CMP4988","C15BrClNO3S",389.5874,0,15,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,71.62,5.0588
"CMP4989","C18F3N2O2S",365.2650096,0,18,0,2,2,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,86.36,5.3507
"CMP4990","C13BrNO2S",314.1136,0,13,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,54.55,4.5448
"CMP4991","C16ClN2OS",303.702,0,16,0,2,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,73.22,4.5475
"CMP4992","C20ClN3O2",349.6859,0,20,0,3,2,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,2,44.81,3.5753
"CMP4993","C20ClFN3O2S",400.7493032,0,20,0,3,2,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,86.43,3.966
"CMP4994","C23N2O7S",448.3203,0,23,0,2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,3,2,132.83,3.135
"CMP4995","C13O3",204.1373,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,39.44,2.8085
"CMP4996","C16Cl2F3NO3S",414.1423096,0,16,0,1,3,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,71.62,5.9685
"CMP4997","C17ClNO5S",365.7036,0,17,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,120.94,3.7866
"CMP4998","C21Cl2N3O2S",429.2146,0,21,0,3,2,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,86.43,5.0092
"CMP4999","C23N4O7S",476.3337,0,23,0,4,7,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,4,3,168.49,2.818
"CMP5000","C22Cl2N3O3",425.1597,0,22,0,3,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,60.93,3.1376
"CMP5001","C24N3O3S",410.3401,0,24,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,5,112.39,6.1401
"CMP5002","C18N2O5",324.203,0,18,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,2,1,94.22,2.1514
"CMP5003","C26O6",408.2746,0,26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,4,3,74.97,4.9793
"CMP5004","C19ClN3O3",353.6746,0,19,0,3,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,71.41,3.4142
"CMP5005","C19F2N2O6S",422.2749064,0,19,0,2,6,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,2,123.6,2.5835
"CMP5006","C10ClNO2",201.5655,0,10,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,38.33,2.4892
"CMP5007","C17N2O5",312.1923,0,17,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,3,1,94.22,1.7613
"CMP5008","C20FN2O6S",415.2872032,0,20,0,2,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,2,123.6,2.7528
"CMP5009","C17FN3O4S",361.2630032,2,17,0,3,4,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,132.18,4.9024
"CMP5010","C13N3O3S",278.2224,0,13,0,3,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,1,81.59,0.1376
"CMP5011","C16N2O5",300.1816,0,16,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,3,1,94.22,1.3712
"CMP5012","C12Cl2N3S",289.1195,0,12,0,3,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,59.39,3.6954
"CMP5013","C21N2O4S",376.3007,0,21,0,2,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,2,106.38,4.2418
"CMP5014","C19N2O3S2",368.3449,0,19,0,2,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,2,116.03,3.4948
"CMP5015","C17BrNO2S",362.1564,0,17,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,59.59,5.0851
"CMP5016","C14N2O4S",292.2258,0,14,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,75.3,1.7593
"CMP5017","C13O2",188.1379,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,40.46,2.4739
"CMP5018","C12ClN2S",239.6598,0,12,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,56.15,4.0329
"CMP5019","C11N2S",192.1961,0,11,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,56.92,3.3944
"CMP5020","C14N2O2S",260.227,0,14,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,82.45,3.4083
"CMP5021","C19N2O3",304.2149,2,19,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,74.92,4.463
"CMP5022","C17N4O3S",340.2719,0,17,0,4,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,93.84,2.9695
"CMP5023","C18N2O9S",420.2656,0,18,0,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,2,1,151.29,1.2919
"CMP5024","C16N4OS2",328.3274,0,16,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,127.58,2.939
"CMP5025","C15N3O2S2",318.3094,0,15,0,3,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,130.56,3.7603
"CMP5026","C17N2O3",280.1935,0,17,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,67.43,2.4096
"CMP5027","C20Cl2N4O2S",431.2106,0,20,0,4,2,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,4,112.14,5.7873
"CMP5028","C14F3N3",267.1651096,0,14,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30.19,3.7235
"CMP5029","C17ClN3O4S",377.7176,2,17,0,3,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,132.18,5.4167
"CMP5030","C17N2O5S",344.2573,0,17,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,2,102.44,2.498
"CMP5031","C25N3O2S",406.3514,0,25,0,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,102.32,5.9001
"CMP5032","C17ClN2O3",315.6465,0,17,0,2,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,50.8,3.7213
"CMP5033","C16N2O6S2",380.311,0,16,0,2,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,148.9,1.988
"CMP5034","C26ClNO5",441.7349,0,26,0,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,4,2,73.86,4.8209
