"","MF","MW","Ncharges","C","Cl","N","O","S","I","F","Br","Ge","Si","H","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP624","C17N2O3S",312.2585,0,17,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,76.14,3.7911
"CMP625","C18F7IN2O2",536.0980924,0,18,0,2,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,42.85,5.406
"CMP626","C16N2OS",268.249,0,16,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,60.19,3.2369
"CMP627","C13BrN2",264.0565,2,13,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,8.29,2.6889
"CMP628","C13Cl3NO3",324.503,0,13,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,55.4,3.6149
"CMP629","C14Cl2N2O5",347.0662,2,14,2,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,101.22,3.783
"CMP630","C20NO5",334.2177,0,20,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,81.7,2.9786
"CMP631","C40N2O8",636.4366,0,40,0,2,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,7,6,127.36,5.8188
"CMP632","C10O2S",184.1708,0,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,62.6,2.1101
"CMP633","C10ClNO4",233.5643,2,10,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,72.12,2.5614
"CMP634","C39N5O6",634.4472,0,39,0,5,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,7,7,145.85,5.426
"CMP635","C19HClI2N6O2",634.51218,0,19,1,6,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,94.29,3.7559
"CMP636","C13N2OS",232.2169,0,13,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,60.19,2.1417
"CMP637","C17O4",268.1795,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,63.6,2.9161
"CMP638","C18NO3",278.1975,0,18,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,55.4,3.198
"CMP639","C14ClN2O5",311.6132,2,14,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,101.22,3.1296
"CMP640","C17ClNO3",301.6398,0,17,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,55.4,3.4553
"CMP641","C31N4O5",508.3555,2,31,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,4,133.12,6.0565
"CMP642","C12NO",174.1345,0,12,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.2191
"CMP643","C12NO4",222.1327,2,12,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,72.12,2.3076
"CMP644","C14ClNO",233.6089,0,14,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,3.2721
"CMP645","C13I2N2O2S",502.02524,0,13,0,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,87.48,3.475
"CMP646","C17N2OS",280.2597,0,17,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,60.19,3.627
"CMP647","C11BrO2",244.0205,0,11,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,26.3,2.6466
"CMP648","C15NO3",242.1654,0,15,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,55.4,2.0404
"CMP649","C14ClN2O5",311.6132,2,14,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,101.22,3.1296
"CMP650","C17ClN2O5",347.6453,2,17,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,101.22,3.8867
"CMP651","C32N3O4",490.3601,0,32,0,3,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,5,4,95.58,5.1654
"CMP652","C22ClNO6",409.6915,2,22,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,3,90.58,6.146
"CMP653","C13ClN2O2S",283.6693,0,13,1,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,86.44,3.4091
"CMP654","C13ClNO",221.5982,0,13,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20.31,3.1373
"CMP655","C17HIN3O3",422.11261,0,17,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,2,72.81,2.8616
"CMP656","C11N2OS",208.1955,0,11,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,71.05,1.6484
"CMP657","C9O3",156.0945,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,38.69,0.5237
"CMP658","C13INO3",345.04847,0,13,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,55.4,2.2593
"CMP659","C15NO4",258.1648,0,15,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,64.63,2.0534
"CMP660","C17ClN2O5",347.6453,2,17,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,101.22,3.8867
"CMP661","C30N2O3",436.3326,0,30,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,4,4,67.43,6.0921
"CMP662","C12ClNO2",225.5869,0,12,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,29.54,2.1656
"CMP663","C18ClN3OS",341.7301,0,18,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,74.63,4.5036
"CMP664","C10ClNO2",201.5655,0,10,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,38.33,2.5947
"CMP665","C21N3O4S2",422.3724,0,21,0,3,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,2,115.18,3.4897
"CMP666","C19N2OS",304.2811,0,19,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,71.05,3.5301
"CMP667","C11NO",162.1238,0,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,32.26,1.1612
"CMP668","C15NO3",242.1654,0,15,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,55.4,1.6928
"CMP669","C15NO4",258.1648,0,15,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,64.63,2.0534
"CMP670","C21F6O2",398.2139192,0,21,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,18.46,5.1213
"CMP671","C13NO",186.1452,0,13,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.7255
"CMP672","C18BrNO",326.1027,0,18,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,23.47,3.9123
"CMP673","C19ClNO3S",357.7262,0,19,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,76.54,4.3979
"CMP674","C21I2N7O3",652.07874,0,21,0,7,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,4,3,119.58,4.5782
"CMP675","C19N2OS",304.2811,0,19,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,60.19,4.1152
"CMP676","C9N2O3",184.1079,2,9,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,81.07,2.2934
"CMP677","C18N2O3",292.2042,0,18,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,66.48,1.9135
"CMP678","C19N3O4",334.221,0,19,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,3,80.23,1.9851
"CMP679","C21N2O3S",360.3013,0,21,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,2,78.65,4.1324
"CMP680","C21BrN2O5",440.1391,0,21,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.5299
"CMP681","C21ClN2O5",395.6881,0,21,1,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.4208
"CMP682","C15N5O4",314.1916,2,15,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,2,114.98,2.1436
"CMP683","C22IN2O5",499.15027,0,22,0,2,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.6804
"CMP684","C26N2O6",436.288,0,26,0,2,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,4,2,102.01,3.6986
"CMP685","C20O5",320.211,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2,61.83,2.8808
"CMP686","C22BrN3O2S",450.2233,0,22,0,3,2,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,86.43,4.2621
"CMP687","C24N2O4",380.2678,0,24,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,5,80.48,3.7019
"CMP688","C16BrN5O2",374.1075,0,16,0,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,90.45,2.0504
"CMP689","C17N2OS2",312.3247,0,17,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,88.43,4.1767
"CMP690","C20BrFN2O4",431.1274032,0,20,0,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.6604
"CMP691","C23BrN2O5",464.1605,0,23,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.1467
"CMP692","C24N2O5",396.2672,0,24,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.7743
"CMP693","C22BrN2O5",452.1498,0,22,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.8383
"CMP694","C21BrN2O4",424.1397,0,21,0,2,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.8297
"CMP695","C20ClN3O6",413.6835,2,20,1,3,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,121.53,3.8436
"CMP696","C14NO3S",262.2197,0,14,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,71.91,2.3026
"CMP697","C19ClN3O3",353.6746,0,19,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,2.675
"CMP698","C22N2OS",340.3132,0,22,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,71.21,5.02118
"CMP699","C25N3O3S",422.3508,0,25,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,2,99.26,3.7582
"CMP700","C21NO",282.2308,0,21,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,29.1,4.6602
"CMP701","C22N2O4",356.2464,0,22,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.3756
"CMP702","C23N3O3",366.2644,0,23,0,3,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,71.41,3.6431
"CMP703","C24N3O3",378.2751,0,24,0,3,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,71.41,3.9515
"CMP704","C22N2O7",404.2446,0,22,0,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,4,3,103.4,2.4961
"CMP705","C16IN2O5",427.08607,0,16,0,2,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,93.73,2.1089
"CMP706","C22BrN2O5",452.1498,0,22,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.92
"CMP707","C17BrN2O3S",392.1625,0,17,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,76.14,4.5536
"CMP708","C14N2S",228.2282,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,61.98,2.94748
"CMP709","C14BrN2O4",340.0648,0,14,0,2,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,84.5,1.8681
"CMP710","C29N3O6",486.3268,2,29,0,3,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,5,4,121.53,6.0825
"CMP711","C23BrN2O5",464.1605,0,23,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.2284
"CMP712","C21BrClN2O5",475.5921,0,21,1,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.1833
"CMP713","C16N2OS2",300.314,0,16,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,88.43,3.2481
"CMP714","C21BrN3O7",486.1446,2,21,0,3,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,130.76,3.9613
"CMP715","C20BrO4",384.1156,0,20,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,3,52.6,3.9323
"CMP716","C18IN2O4S",467.17307,0,18,0,2,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,2,1,91.17,2.1764
"CMP717","C16NO2",238.1767,0,16,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.0018
"CMP718","C19ClN2OS2",371.7991,0,19,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,88.43,5.3182
"CMP719","C22BrN2O5",452.1498,0,22,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.92
"CMP720","C21BrN3O",390.1482,0,21,0,3,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,2,57.82,4.65568
"CMP721","C22N2O5",372.2458,0,22,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.0758
"CMP722","C20ClN2O4",367.678,0,20,1,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.4122
"CMP723","C18N2OS2",324.3354,0,18,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,88.43,3.6612
"CMP724","C14ClN2O4",295.6138,0,14,1,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,84.5,1.759
"CMP725","C20BrClN2O4",447.582,0,20,1,2,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,4.1747
"CMP726","C23ClN2O7",451.7083,0,23,1,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,3,2,103.4,3.438
"CMP727","C18N4O2",304.2182,0,18,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,74.66,1.9598
"CMP728","C16BrClN2O3S",415.6048,0,16,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,76.14,4.8986
"CMP729","C21BrN2O4",424.1397,0,21,0,2,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.8297
"CMP730","C20BrN2O3",396.1296,0,20,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,71.35,4.08838
"CMP731","C23N2O5",384.2565,0,23,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.4659
"CMP732","C23N2O5",384.2565,0,23,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.3842
"CMP733","C15N2OS2",288.3033,0,15,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,88.43,2.858
"CMP734","C19BrN3O4",414.125,2,19,0,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,107.94,4.51118
"CMP735","C18BrClN3O3",421.5679,0,18,1,3,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2,82,3.3779
"CMP736","C24BrN2O5",476.1712,0,24,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.2584
"CMP737","C21N3O3",342.243,0,21,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71,2.6384
"CMP738","C11I2N3OS",476.01114,0,11,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,91.73,3.1661
"CMP739","C22BrN2O4S",468.2154,0,22,0,2,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,99.96,4.0849
"CMP740","C21BrN2O4",424.1397,0,21,0,2,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.8297
"CMP741","C21N2O4",344.2357,0,21,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.0672
"CMP742","C23ClN2O5",419.7095,0,23,1,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.1193
"CMP743","C19Cl3N2O2",394.5745,0,19,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,2,62.12,5.27748
"CMP744","C15ClN2O5",323.6239,0,15,1,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,93.73,1.7676
"CMP745","C21Cl2N2O4S",447.2067,0,21,2,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,99.96,4.2391
"CMP746","C21BrN2O3S",440.2053,0,21,0,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,85.22,4.3691
"CMP747","C16NO2",238.1767,0,16,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.0018
"CMP748","C19N3O3S",350.2866,2,19,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,106.01,4.5466
"CMP749","C14BrN2O3S",356.1304,0,14,0,2,3,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,99.52,2.033
"CMP750","C23BrN3O3",446.1684,0,23,0,3,3,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,71.41,4.4056
"CMP751","C22ClN2O5",407.6988,0,22,1,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.8109
"CMP752","C21BrClN2O5",475.5921,0,21,1,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.1833
"CMP753","C24BrNO4",446.1651,0,24,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4,2,64.63,4.5313
"CMP754","C27N2O5",432.2993,0,27,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,4,3,84.94,4.3378
"CMP755","C22BrN2O4S",468.2154,0,22,0,2,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,99.96,4.0849
"CMP756","C16INO4S",429.14497,0,16,0,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,3.3059
"CMP757","C18N3O2S",322.2765,0,18,0,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,1,77.64,1.749
"CMP758","C17BrN2O4S",408.1619,0,17,0,2,4,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,2,1,91.17,1.9442
"CMP759","C14N4S",256.2416,0,14,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,68.9,2.7247
"CMP760","C16NO4S",302.2405,0,16,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,2.7013
"CMP761","C16BrN2O3S",380.1518,0,16,0,2,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,1,81.94,1.9356
"CMP762","C14FNO3",249.1531032,0,14,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,55.4,1.87
"CMP763","C16IN2O4S",443.15167,0,16,0,2,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,108.75,2.2738
"CMP764","C14N2O3S",276.2264,0,14,0,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,99.52,1.2705
"CMP765","C10BrO2",232.0098,0,10,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,26.3,2.2736
"CMP766","C19ClNO3S",357.7262,0,19,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,4.6579
"CMP767","C22Cl2N2O5S",475.2168,0,22,2,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,3,2,122.52,4.6933
"CMP768","C20BrClN2O3S",463.6476,0,20,1,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,85.22,4.7141
"CMP769","C21BrN2O2S",424.2059,0,21,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,75.99,4.6689
"CMP770","C15BrNO4S",370.1338,0,15,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,1,81.14,3.0737
"CMP771","C19O5",308.2003,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,61.83,2.9443
"CMP772","C21NO3",314.2296,0,21,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,55.4,3.581
"CMP773","C21BrFN2O5",459.1375032,0,21,0,2,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,3.669
"CMP774","C12IO3",319.03107,0,12,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,2.5144
"CMP775","C11BrO3",260.0199,0,11,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,2.2822
"CMP776","C21ClFNO4S",416.7454032,0,21,1,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,2,81.14,4.6741
"CMP777","C24N3O3",378.2751,0,24,0,3,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,4,2,71.41,3.9515
"CMP778","C20BrClN2O3S",463.6476,0,20,1,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,85.22,4.7141
"CMP779","C20BrClN2O4S",479.647,0,20,1,2,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,3,2,113.29,4.4037
"CMP780","C16N2O3S",300.2478,0,16,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,1,81.94,1.1731
"CMP781","C16N2O4",284.1822,2,16,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,84.15,3.1898
"CMP782","C16N2O4S",316.2472,0,16,0,2,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,108.75,1.6692
"CMP783","C15ClN2O4S",339.6895,0,15,1,2,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,108.75,1.9325
"CMP784","C12BrO3",272.0306,0,12,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,2.6723
"CMP785","C12ClO3",227.5796,0,12,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,2.5632
"CMP786","C20FNO3S",353.2823032,0,20,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,4.0121
"CMP787","C20BrN2O4",412.129,0,20,0,2,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.5213
"CMP788","C24BrN2O5",476.1712,0,24,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.2584
"CMP789","C19NO4",306.2076,0,19,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,5,1,63.68,1.8531
"CMP790","C21ClF3N2O4",436.6839096,0,21,1,2,4,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,4.431
"CMP791","C23ClF3N2O5",476.7047096,0,23,1,2,5,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,84.94,4.8297
"CMP792","C15O3",228.1587,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,2.6383
"CMP793","C20ClFN2O4",386.6764032,0,20,1,2,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.5513
"CMP794","C20ClFN2O4",386.6764032,0,20,1,2,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,75.71,3.5513
"CMP795","C11BrO3",260.0199,0,11,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,2.2822
"CMP796","C19Cl3NO3S",428.6322,0,19,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,71.91,5.9647
