"","MF","MW","Ncharges","C","Cl","N","O","S","H","I","F","Br","Ge","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP2384","C22ClNO3",361.6933,0,22,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,4.3818
"CMP2385","C38HClN7O6S2",751.04084,0,38,1,7,6,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,7,4,202.1,7.351
"CMP2386","C33N6O7",592.3891,0,33,0,6,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,6,6,154.7,4.3683
"CMP2387","C31HN6O7S",601.44064,0,31,0,6,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,6,5,163.08,5.6374
"CMP2388","C33N7O7",606.3958,0,33,0,7,7,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,5,5,157.94,4.0613
"CMP2389","C31HN7O6S",599.44794,0,31,0,7,6,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,5,5,153.18,4.9572
"CMP2390","C45N7O10S",830.5874,0,45,0,7,10,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,0,0,8,5,239.56,7.132
"CMP2391","C18H4N4O8",404.24636,0,18,0,4,8,0,4,0,0,0,0,0,0,1,0,4,0,0,0,1,2,0,0,4,3,165.23,-0.9768
"CMP2392","C30N6O8",572.3564,0,30,0,6,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,5,5,163.93,3.2237
"CMP2393","C12NO3",206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,2,44.37,2.0442
"CMP2394","C28HN7O6S2",595.48084,0,28,0,7,6,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5,5,191.07,4.8615
"CMP2395","C44F3N7O6S",811.5743096,0,44,0,7,6,1,0,0,3,0,0,0,2,2,0,0,0,0,0,1,0,0,0,7,7,187.98,7.7713
"CMP2396","C42HF3N7O6S2",820.6258496,0,42,0,7,6,2,1,0,3,0,0,0,2,1,0,0,0,0,0,0,1,0,0,7,6,196.36,9.0404
"CMP2397","C44F3N8O6S",825.5810096,0,44,0,8,6,1,0,0,3,0,0,0,2,3,0,0,0,0,0,1,0,0,0,6,6,191.22,7.4643
"CMP2398","C42HF3N8O5S2",818.6331496,0,42,0,8,5,2,1,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,6,186.46,8.3602
"CMP2399","C56F3N8O9S2",1049.7726096,0,56,0,8,9,2,0,0,3,0,0,0,2,1,0,1,0,0,1,0,1,0,0,9,6,272.84,10.535
"CMP2400","C29H4F3N5O7S",623.4315696,0,29,0,5,7,1,4,0,3,0,0,0,1,1,0,4,0,0,0,0,1,0,0,5,4,198.51,2.4262
"CMP2401","C41F3N7O7S",791.5416096,0,41,0,7,7,1,0,0,3,0,0,0,2,2,0,0,0,0,0,1,1,0,0,6,6,197.21,6.6267
"CMP2402","C23F3N2O2S",425.3185096,0,23,0,2,2,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,77.65,5.1817
"CMP2403","C39HF3N8O5S3",814.6660496,0,39,0,8,5,3,1,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,6,224.35,8.2645
"CMP2404","C43Cl2N6O7",783.4021,0,43,2,6,7,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,0,0,8,5,165.73,7.5112
"CMP2405","C41HCl2N6O7S",792.45364,0,41,2,6,7,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,8,4,174.11,8.7803
"CMP2406","C43Cl2N7O7",797.4088,0,43,2,7,7,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,1,0,0,7,4,168.97,7.2042
"CMP2407","C41HCl2N7O6S",790.46094,0,41,2,7,6,1,1,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,7,4,164.21,8.1001
"CMP2408","C55Cl2N7O10S",1021.6004,0,55,2,7,10,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,2,0,0,10,4,250.59,10.2749
"CMP2409","C28H4Cl2N4O8",595.25936,0,28,2,4,8,0,4,0,0,0,0,0,1,0,0,4,0,2,0,0,2,0,0,6,2,176.26,2.1661
"CMP2410","C40Cl2N6O8",763.3694,0,40,2,6,8,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,2,0,0,7,4,174.96,6.3666
"CMP2411","C22Cl2NO3",397.1463,0,22,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,5.0352
"CMP2412","C38HCl2N7O6S2",786.49384,0,38,2,7,6,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,7,4,202.1,8.0044
"CMP2413","C42N7O8",730.4915,0,42,0,7,8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3,0,1,7,5,204.9,6.08838
"CMP2414","C40HN7O8S",739.54304,0,40,0,7,8,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,7,4,213.28,7.35748
"CMP2415","C42N8O8",744.4982,0,42,0,8,8,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,3,0,1,6,4,208.14,5.78138
"CMP2416","C40HN8O7S",737.55034,0,40,0,8,7,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,1,6,4,203.38,6.67728
"CMP2417","C54N8O11S",968.6898,0,54,0,8,11,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,1,9,4,289.76,8.85208
"CMP2418","C27H4N5O9",542.34876,0,27,0,5,9,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0,4,0,1,5,2,215.43,0.74328
"CMP2419","C39N7O9",710.4588,0,39,0,7,9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,0,1,6,4,214.13,4.94378
"CMP2420","C21N2O4",344.2357,0,21,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,1,94.57,3.61238
"CMP2421","C37HN8O7S2",733.58324,0,37,0,8,7,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,6,4,241.27,6.58158
"CMP2422","C44N9O6",750.5275,0,44,0,9,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,2,7,6,215.28,6.77296
"CMP2423","C42HN9O6S",759.57904,0,42,0,9,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,7,5,223.66,8.04206
"CMP2424","C44N10O6",764.5342,0,44,0,10,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,2,6,5,218.52,6.46596
"CMP2425","C42HN10O5S",757.58634,0,42,0,10,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,6,5,213.76,7.36186
"CMP2426","C56N10O9S",988.7258,0,56,0,10,9,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,2,9,5,300.14,9.53666
"CMP2427","C29H4N7O7",562.38476,0,29,0,7,7,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,5,3,225.81,1.42786
"CMP2428","C41N9O7",730.4948,0,41,0,9,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,2,6,5,224.51,5.62836
"CMP2429","C23N4O2",364.2717,0,23,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,104.95,4.29696
"CMP2430","C39HN10O5S2",753.61924,0,39,0,10,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,6,5,251.65,7.26616
"CMP2431","C45Br2N6O8",912.3249,0,45,0,6,8,0,0,0,0,2,0,0,2,1,0,0,0,1,0,2,1,0,0,8,6,174.96,7.7698
"CMP2432","C43HBr2N6O8S",921.37644,0,43,0,6,8,1,1,0,0,2,0,0,2,0,0,0,0,1,0,1,2,0,0,8,5,183.34,9.0389
"CMP2433","C45Br2N7O8",926.3316,0,45,0,7,8,0,0,0,0,2,0,0,2,2,0,0,0,1,0,2,1,0,0,7,5,178.2,7.4628
"CMP2434","C43HBr2N7O7S",919.38374,0,43,0,7,7,1,1,0,0,2,0,0,2,1,0,0,0,1,0,1,1,0,0,7,5,173.44,8.3587
"CMP2435","C57Br2N7O11S",1150.5232,0,57,0,7,11,1,0,0,0,2,0,0,2,0,0,1,0,1,1,1,2,0,0,10,5,259.82,10.5335
"CMP2436","C30H4Br2N4O9",724.18216,0,30,0,4,9,0,4,0,0,2,0,0,1,0,0,4,0,1,0,1,2,0,0,6,3,185.49,2.4247
"CMP2437","C42Br2N6O9",892.2922,0,42,0,6,9,0,0,0,0,2,0,0,2,1,0,0,0,1,0,2,2,0,0,7,5,184.19,6.6252
"CMP2438","C24Br2NO4",526.0691,0,24,0,1,4,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,1,1,0,4,2,64.63,5.2938
"CMP2439","C40HBr2N7O7S2",915.41664,0,40,0,7,7,2,1,0,0,2,0,0,2,0,0,0,0,1,0,1,1,0,0,7,5,211.33,8.263
"CMP2440","C34ClF3N9O5S2",770.9993096,0,34,1,9,5,2,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,6,6,230.78,7.2016
"CMP2441","C32HClF3N9O5S3",780.0508496,0,32,1,9,5,3,1,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,5,239.16,8.4707
"CMP2442","C34ClF3N10O5S2",785.0060096,0,34,1,10,5,2,0,0,3,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,5,234.02,6.8946
"CMP2443","C32HClF3N10O4S3",778.0581496,0,32,1,10,4,3,1,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,5,229.26,7.7905
"CMP2444","C46ClF3N10O8S3",1009.1976096,0,46,1,10,8,3,0,0,3,0,0,0,3,0,0,1,0,0,1,0,1,0,0,8,5,315.64,9.9653
"CMP2445","C19H4ClF3N7O6S2",582.8565696,0,19,1,7,6,2,4,0,3,0,0,0,2,0,0,4,0,0,0,0,1,0,0,4,3,241.31,1.8565
"CMP2446","C31ClF3N9O6S2",750.9666096,0,31,1,9,6,2,0,0,3,0,0,0,3,1,0,0,0,0,0,1,1,0,0,5,5,240.01,6.057
"CMP2447","C13ClF3N4OS2",384.7435096,0,13,1,4,1,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,120.45,4.7256
"CMP2448","C29HClF3N10O4S4",774.0910496,0,29,1,10,4,4,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,267.15,7.6948
"CMP2449","C36N9O5",638.4425,0,36,0,9,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,6,5,168.45,3.9911
"CMP2450","C34HN9O5S",647.49404,0,34,0,9,5,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,6,4,176.83,5.2602
"CMP2451","C36N10O5",652.4492,0,36,0,10,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,5,4,171.69,3.6841
"CMP2452","C34HN10O4S",645.50134,0,34,0,10,4,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,4,166.93,4.58
"CMP2453","C48N10O8S",876.6408,0,48,0,10,8,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,8,4,253.31,6.7548
"CMP2454","C21H4N7O6",450.29976,0,21,0,7,6,0,4,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,4,2,178.98,-1.354
"CMP2455","C33N9O6",618.4098,0,33,0,9,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,5,4,177.68,2.8465
"CMP2456","C15N4O",252.1867,0,15,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,58.12,1.5151
"CMP2457","C31HN10O4S2",641.53424,0,31,0,10,4,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,4,204.82,4.4843
"CMP2458","C41ClN7O8",753.9338,0,41,1,7,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,1,8,7,197.06,6.47518
"CMP2459","C39HClN7O8S",762.98534,0,39,1,7,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,8,6,205.44,7.74428
"CMP2460","C41ClN8O8",767.9405,0,41,1,8,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,4,0,1,7,6,200.3,6.16818
"CMP2461","C39HClN8O7S",760.99264,0,39,1,8,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,7,6,195.54,7.06408
"CMP2462","C53ClN8O11S",992.1321,0,53,1,8,11,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,1,10,6,281.92,9.23888
"CMP2463","C26H4ClN5O9",565.79106,0,26,1,5,9,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,1,6,4,207.59,1.13008
"CMP2464","C38ClN7O9",733.9011,0,38,1,7,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,0,1,7,6,206.29,5.33058
"CMP2465","C20ClN2O4",367.678,0,20,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,3,86.73,3.99918
"CMP2466","C36HClN8O7S2",757.02554,0,36,1,8,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,7,6,233.43,6.96838
"CMP2467","C42N6O7",700.4854,0,42,0,6,7,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,7,6,167.94,5.2304
"CMP2468","C40HN6O7S",709.53694,0,40,0,6,7,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,7,5,176.32,6.4995
"CMP2469","C42N7O7",714.4921,0,42,0,7,7,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,0,0,0,6,5,171.18,4.9234
"CMP2470","C40HN7O6S",707.54424,0,40,0,7,6,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,6,5,166.42,5.8193
"CMP2471","C54N7O10S",938.6837,0,54,0,7,10,1,0,0,0,0,0,0,1,1,0,2,0,1,1,0,1,0,0,9,5,252.8,7.9941
"CMP2472","C27H4N4O8",512.34266,0,27,0,4,8,0,4,0,0,0,0,0,0,1,0,5,0,1,0,0,1,0,0,5,3,178.47,-0.1147
"CMP2473","C39N6O8",680.4527,0,39,0,6,8,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,1,0,0,6,5,177.17,4.0858
"CMP2474","C21NO3",314.2296,0,21,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,2.7544
"CMP2475","C37HN7O6S2",703.57714,0,37,0,7,6,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,6,5,204.31,5.7236
"CMP2476","C44F4N7O6",798.5077128,0,44,0,7,6,0,0,0,4,0,0,0,2,2,0,0,0,0,0,1,0,0,0,7,6,159.74,7.5913
"CMP2477","C42HF4N7O6S",807.5592528,0,42,0,7,6,1,1,0,4,0,0,0,2,1,0,0,0,0,0,0,1,0,0,7,5,168.12,8.8604
"CMP2478","C44F4N8O6",812.5144128,0,44,0,8,6,0,0,0,4,0,0,0,2,3,0,0,0,0,0,1,0,0,0,6,5,162.98,7.2843
"CMP2479","C42HF4N8O5S",805.5665528,0,42,0,8,5,1,1,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,5,158.22,8.1802
"CMP2480","C56F4N8O9S",1036.7060128,0,56,0,8,9,1,0,0,4,0,0,0,2,1,0,1,0,0,1,0,1,0,0,9,5,244.6,10.355
"CMP2481","C29H4F4N5O7",610.3649728,0,29,0,5,7,0,4,0,4,0,0,0,1,1,0,4,0,0,0,0,1,0,0,5,3,170.27,2.2462
"CMP2482","C41F4N7O7",778.4750128,0,41,0,7,7,0,0,0,4,0,0,0,2,2,0,0,0,0,0,1,1,0,0,6,5,168.97,6.4467
"CMP2483","C23F4N2O2",412.2519128,0,23,0,2,2,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,49.41,5.0017
"CMP2484","C39HF4N8O5S2",801.5994528,0,39,0,8,5,2,1,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,5,196.11,8.0845
"CMP2485","C35ClFN11O4",692.8972032,0,35,1,11,4,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,7,6,178.85,4.6562
"CMP2486","C33HClFN11O4S",701.9487432,0,33,1,11,4,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,5,187.23,5.9253
"CMP2487","C35ClFN12O4",706.9039032,0,35,1,12,4,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,6,5,182.09,4.3492
"CMP2488","C33HClFN12O3S",699.9560432,0,33,1,12,3,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,5,177.33,5.2451
"CMP2489","C47ClFN12O7S",931.0955032,0,47,1,12,7,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,9,5,263.71,7.4199
"CMP2490","C20H4ClFN9O5",504.7544632,0,20,1,9,5,0,4,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,5,3,189.38,-0.6889
"CMP2491","C32ClFN11O5",672.8645032,0,32,1,11,5,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,6,5,188.08,3.5116
"CMP2492","C14ClFN6",306.6414032,0,14,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68.52,2.1802
"CMP2493","C30HClFN12O3S2",695.9889432,0,30,1,12,3,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,5,215.22,5.1494
"CMP2494","C34N7O6",602.4071,2,34,0,7,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,5,161.08,5.3692
"CMP2495","C32HN7O6S",611.45864,2,32,0,7,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6,4,169.46,6.6383
"CMP2496","C34N8O6",616.4138,2,34,0,8,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,5,4,164.32,5.0622
"CMP2497","C32HN8O5S",609.46594,2,32,0,8,5,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,4,159.56,5.9581
"CMP2498","C46N8O9S",840.6054,2,46,0,8,9,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,8,4,245.94,8.1329
"CMP2499","C19H4N5O7",414.26436,2,19,0,5,7,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,4,2,171.61,0.0241
"CMP2500","C31N7O7",582.3744,2,31,0,7,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,5,4,170.31,4.2246
"CMP2501","C13N2O2",216.1513,2,13,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,50.75,3.0451
"CMP2502","C29HN8O5S2",605.49884,2,29,0,8,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,4,197.45,5.8624
"CMP2503","C42N7O8",730.4915,0,42,0,7,8,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,0,1,7,6,208.06,6.19738
"CMP2504","C40HN7O8S",739.54304,0,40,0,7,8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,1,7,5,216.44,7.46648
"CMP2505","C42N8O8",744.4982,0,42,0,8,8,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,3,0,1,6,5,211.3,5.89038
"CMP2506","C40HN8O7S",737.55034,0,40,0,8,7,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,1,6,5,206.54,6.78628
"CMP2507","C54N8O11S",968.6898,0,54,0,8,11,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,4,0,1,9,5,292.92,8.96108
"CMP2508","C27H4N5O9",542.34876,0,27,0,5,9,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,1,5,3,218.59,0.85228
"CMP2509","C39N7O9",710.4588,0,39,0,7,9,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,4,0,1,6,5,217.29,5.05278
"CMP2510","C21N2O4",344.2357,0,21,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,2,97.73,3.72138
"CMP2511","C37HN8O7S2",733.58324,0,37,0,8,7,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,6,5,244.43,6.69058
"CMP2512","C43N8O6",724.5101,0,43,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,1,7,7,181.26,6.82218
"CMP2513","C41HN8O6S",733.56164,0,41,0,8,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,7,6,189.64,8.09128
"CMP2514","C43N9O6",738.5168,0,43,0,9,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,1,6,6,184.5,6.51518
"CMP2515","C41HN9O5S",731.56894,0,41,0,9,5,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,1,6,6,179.74,7.41108
"CMP2516","C55N9O9S",962.7084,0,55,0,9,9,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,3,0,1,9,6,266.12,9.58588
"CMP2517","C28H4N6O7",536.36736,0,28,0,6,7,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,3,0,1,5,4,191.79,1.47708
"CMP2518","C40N8O7",704.4774,0,40,0,8,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,1,6,6,190.49,5.67758
"CMP2519","C22N3O2",338.2543,0,22,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,3,70.93,4.34618
"CMP2520","C38HN9O5S2",727.60184,0,38,0,9,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,6,6,217.63,7.31538
"CMP2521","C35N10O7",672.4373,0,35,0,10,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,6,5,199.8,2.7865
"CMP2522","C33HN10O7S",681.48884,0,33,0,10,7,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,6,4,208.18,4.0556
"CMP2523","C35N11O7",686.444,0,35,0,11,7,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,2,0,0,5,4,203.04,2.4795
"CMP2524","C33HN11O6S",679.49614,0,33,0,11,6,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,5,4,198.28,3.3754
"CMP2525","C47N11O10S",910.6356,0,47,0,11,10,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,3,0,0,8,4,284.66,5.5502
"CMP2526","C20H4N8O8",484.29456,0,20,0,8,8,0,4,0,0,0,0,0,1,1,0,4,0,0,0,0,3,0,0,4,2,210.33,-2.5586
"CMP2527","C32N10O8",652.4046,0,32,0,10,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,3,0,0,5,4,209.03,1.6419
"CMP2528","C14N5O3",286.1815,0,14,0,5,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,1,89.47,0.3105
"CMP2529","C30HN11O6S2",675.52904,0,30,0,11,6,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,5,4,236.17,3.2797
"CMP2530","C30N6O4",508.3588,0,30,0,6,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,4,122.36,4.4088
"CMP2531","C28HN6O4S",517.41034,0,28,0,6,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,3,130.74,5.6779
"CMP2532","C30N7O4",522.3655,0,30,0,7,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,4,3,125.6,4.1018
"CMP2533","C28HN7O3S",515.41764,0,28,0,7,3,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,3,120.84,4.9977
"CMP2534","C42N7O7S",746.5571,0,42,0,7,7,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,7,3,207.22,7.1725
"CMP2535","C15H4N4O5",320.21606,0,15,0,4,5,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,1,132.89,-0.9363
"CMP2536","C27N6O5",488.3261,0,27,0,6,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,4,3,131.59,3.2642
"CMP2537","C9N",122.103,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.03,1.9328
"CMP2538","C25HN7O3S2",511.45054,0,25,0,7,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,158.73,4.902
"CMP2539","C34N10O4",612.4284,0,34,0,10,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,7,6,165.44,3.8432
"CMP2540","C32HN10O4S",621.47994,0,32,0,10,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,5,173.82,5.1123
"CMP2541","C34N11O4",626.4351,0,34,0,11,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,6,5,168.68,3.5362
"CMP2542","C32HN11O3S",619.48724,0,32,0,11,3,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,5,163.92,4.4321
"CMP2543","C46N11O7S",850.6267,0,46,0,11,7,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,9,5,250.3,6.6069
"CMP2544","C19H4N8O5",424.28566,0,19,0,8,5,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,5,3,175.97,-1.5019
"CMP2545","C31N10O5",592.3957,0,31,0,10,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,6,5,174.67,2.6986
"CMP2546","C13N5",226.1726,0,13,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,55.11,1.3672
"CMP2547","C29HN11O3S2",615.52014,0,29,0,11,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,5,201.81,4.3364
"CMP2548","C39ClN9O7",741.9264,0,39,1,9,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,1,7,6,216.51,5.78658
"CMP2549","C37HClN9O7S",750.97794,0,37,1,9,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,7,5,224.89,7.05568
"CMP2550","C39ClN10O7",755.9331,0,39,1,10,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,3,0,1,6,5,219.75,5.47958
"CMP2551","C37HClN10O6S",748.98524,0,37,1,10,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,6,5,214.99,6.37548
"CMP2552","C51ClN10O10S",980.1247,0,51,1,10,10,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,1,9,5,301.37,8.55028
"CMP2553","C24H4ClN7O8",553.78366,0,24,1,7,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,5,3,227.04,0.44148
"CMP2554","C36ClN9O8",721.8937,0,36,1,9,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,1,6,5,225.74,4.64198
"CMP2555","C18ClN4O3",355.6706,0,18,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,106.18,3.31058
