"CMP","MF","MW","Ncharges","C","H","N","O","S","Br","K","Cl","Zn","P","Na","I","F","Ca","Se","Cu","As","Cd","Hg","Pt","Co","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP","Active","Index"
"CMP1037","C22ClO3",347.6866,0,22,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,54.37,4.036,0,1037
"CMP1038","C19N2O6",352.2131,0,19,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,1,0,0,0,0,3,2,146,0.652,0,1038
"CMP1039","C18N2O7S",388.2668,0,18,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,2,2,175.9,0.928,0,1039
"CMP1040","C20ClN2O3",351.6786,0,20,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,2,62.13,2.907,0,1040
"CMP1041","C16Cl3O3",346.5284,0,16,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,35.53,5.927,0,1041
"CMP1042","C11ClNO",197.5768,0,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.31,2.666,0,1042
"CMP1043","C12OPS3",287.296562,0,12,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.7,6.694,0,1043
"CMP1044","C10Cl3NOS",288.5371,0,10,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.61,4.843,0,1044
"CMP1045","C14ClO5PS",346.638562,0,14,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,99.8,5.081,0,1045
"CMP1046","C10N3O3PS2",305.229062,0,10,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,133.4,2.65,0,1046
"CMP1047","C3NO5P",161.009562,0,3,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,116.6,-0.81,0,1047
"CMP1048","C16Cl2O3",311.0754,0,16,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,35.53,5.274,0,1048
"CMP1049","C8NO5PS",253.128062,2,8,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,115.4,3.664,0,1049
"CMP1050","C9Cl3O3",262.4535,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,35.53,3.198,0,1050
"CMP1051","C9Cl2O3",227.0005,0,9,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,35.53,2.545,0,1051
"CMP1052","C11Cl2O3",251.0219,0,11,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,35.53,3.325,0,1052
"CMP1053","C14ClNO2",249.6083,0,14,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,29.54,2.987,0,1053
"CMP1054","C10Cl2O3",239.0112,0,10,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,46.53,3.237,0,1054
"CMP1055","C8Cl2O3",214.9898,0,8,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,46.53,2.456,0,1055
"CMP1056","C8O2PS3",255.253162,0,8,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.9,4.42,0,1056
"CMP1057","C8O6P",223.055762,0,8,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,80.87,1.87,0,1057
"CMP1058","C4Br2Cl2O4P",373.728162,0,4,0,0,4,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54.57,3.651,0,1058
"CMP1059","C6O4PS2",231.165562,0,6,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.9,2.754,0,1059
"CMP1060","C14N4O11P2",462.117524,2,14,0,4,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,2,1,235.3,-0.57,0,1060
"CMP1061","C5NO3PS2",217.162162,0,5,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114.7,2.024,0,1061
"CMP1062","C12ClNO4PS2",352.689462,0,12,0,1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,120.8,4.886,0,1062
"CMP1063","C2NO2PS",133.065662,0,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43,1.762,0,1063
"CMP1064","C13NO",186.1452,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.31,2.924,0,1064
"CMP1065","C14Cl4",309.9618,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6.187,0,1065
"CMP1066","C12Cl6O",372.8458,0,12,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,12.53,4.481,0,1066
"CMP1067","C10Cl8",403.731,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5.803,0,1067
"CMP1068","C10Cl8",403.731,0,10,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5.208,0,1068
"CMP1069","C6Cl2",142.9702,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.993,0,1069
"CMP1070","C10ClN4O2",243.5856,2,10,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,73.45,2.082,0,1070
"CMP1071","C12NO3",206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,47.56,2.509,0,1071
"CMP1072","C5N2O2S",152.1307,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,0,75.99,1.429,0,1072
"CMP1073","C16O6P2S3",446.310124,0,16,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,164.4,6.931,0,1073
"CMP1074","C8O2PS2",223.188162,0,8,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.71,4.417,0,1074
"CMP1075","C19O4S",324.2659,0,19,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,63.97,4.784,0,1075
"CMP1076","C10Cl4O4",325.9166,0,10,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,52.6,3.873,0,1076
"CMP1077","C9ClN5",213.5828,0,9,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,62.73,2.311,0,1077
"CMP1078","C9Cl2NO",209.0084,0,9,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,29.1,3.414,0,1078
"CMP1079","C7ClN5",189.5614,0,7,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,62.73,1.534,0,1079
"CMP1080","C10O3",168.1052,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,39.44,1.801,0,1080
"CMP1081","C9N4OS",212.1875,0,9,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,86.36,2.002,0,1081
"CMP1082","C19O2",260.2021,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,26.3,4.935,0,1082
"CMP1083","C13F3N3O4",319.1520096,4,13,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,94.88,5.194,0,1083
"CMP1084","C10N5O",206.1399,0,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,71.96,1.666,0,1084
"CMP1085","C15ClNO2",261.619,0,15,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,29.54,3.164,0,1085
"CMP1086","C7Cl2N",168.9876,0,7,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,23.79,2.865,0,1086
"CMP1087","C10N5S",222.2055,0,10,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,88.03,2.38,0,1087
"CMP1088","C13F3N3O4",319.1520096,4,13,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,94.88,5.194,0,1088
"CMP1089","C12F3N3O4",307.1413096,2,12,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,95.23,3.365,0,1089
"CMP1090","C10NO6",230.1101,0,10,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,1,0,123.1,-1.89,0,1090
"CMP1091","C22N4NaO8S2",535.37716928,4,22,0,4,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,227.3,-0.12,0,1091
"CMP1092","C6O6",168.0606,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,107.2,-3.01,0,1092
"CMP1093","C15N4O2S",300.2511,0,15,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,98.39,3.99,0,1093
"CMP1094","C14O4",232.1474,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,60.44,1.477,0,1094
"CMP1095","C24O9",432.2514,0,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,3,2,114.4,2.496,0,1095
"CMP1096","C15NO2",226.166,0,15,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,49.33,3.818,0,1096
"CMP1097","C24HO4",353.26234,0,24,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,77.76,4.477,0,1097
"CMP1098","C9O3",156.0945,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,50.44,1.498,0,1098
"CMP1099","C16O10",352.1652,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,3,0,166.1,-2.23,0,1099
"CMP1100","C27H",325.29684,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8.497,0,1100
"CMP1101","C10NO2",166.1125,0,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,38.33,2.116,0,1101
"CMP1102","C15N4O6S2",396.3137,0,15,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,3,1,216.4,0.861,0,1102
"CMP1103","C18NO3",278.1975,0,18,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,5,1,41.93,1.583,0,1103
"CMP1104","C17Cl2N",289.0946,0,17,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3.24,5.54,0,1104
"CMP1105","C18NO3",278.1975,0,18,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,63.33,4.025,0,1105
"CMP1106","C14N2O5",276.1602,0,14,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,118.7,0.78,0,1106
"CMP1107","C8NO2",142.0911,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,49.33,1.125,0,1107
"CMP1108","C14ClN3O2",277.6217,0,14,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,57.01,3.124,0,1108
"CMP1109","C16ClNO2",273.6297,0,16,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,41.49,3.77,0,1109
"CMP1110","C34CuN4Na2O5",653.91313856,4,34,0,4,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,2,117,-1.17,0,1110
"CMP1111","C25N2O3",376.2791,0,25,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,3,3,42.01,4.339,0,1111
"CMP1112","C16ClN3O3S",349.7075,0,16,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,100.8,4.698,0,1112
"CMP1113","C9O4",172.0939,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,66.76,1.192,0,1113
"CMP1114","C15FN4O3",303.1839032,0,15,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,3,2,87.46,1.057,0,1114
"CMP1115","C28FN4O",427.3242032,0,28,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,5,4,42.32,5.362,0,1115
"CMP1116","C8O4",160.0832,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,52.6,-0.13,0,1116
"CMP1117","C14N5O5S2",382.3103,0,14,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,211.7,0.738,0,1117
"CMP1118","C9O4",172.0939,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,63.6,1.31,0,1118
"CMP1119","C48N2O4S",700.5896,0,48,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,100.7,15.36,0,1119
"CMP1120","C14ClNO2",249.6083,0,14,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,29.54,3.123,0,1120
"CMP1121","C10ClN4O2S",275.6506,0,10,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,106.3,3.248,0,1121
"CMP1122","C27HO",341.29624,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,17.07,7.676,0,1122
"CMP1123","C4Cl2N2",146.9622,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52.04,2.688,0,1123
"CMP1124","C19O5",308.2003,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,2,57.9,3.794,0,1124
"CMP1125","C13N4O4",276.1635,0,13,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,151.5,2.03,0,1125
"CMP1126","C21O10",412.2187,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,2,0,0,4,2,177.1,-0.95,0,1126
"CMP1127","C5ClNO",125.5126,2,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.23,0.486,0,1127
"CMP1128","C10N4O5",256.1308,0,10,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,3,2,133.4,-2.26,0,1128
"CMP1129","C22O3",312.2336,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,57.53,4.647,0,1129
"CMP1130","C11O3",180.1159,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,50.44,2.162,0,1130
"CMP1131","C25O4",364.2651,0,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,66.76,4.566,0,1131
"CMP1132","C9O2",140.0951,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,37.3,1.604,0,1132
"CMP1133","C9O3",156.0945,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,46.53,1.603,0,1133
"CMP1134","C14O4",232.1474,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,2,66.76,2.337,0,1134
"CMP1135","C13N3O5S2",342.2862,0,13,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,162,2.974,0,1135
"CMP1136","C7NaO3",155.06286928,2,7,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,60.36,-0.24,0,1136
"CMP1137","C10NO3",182.1119,0,10,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,81.32,1.383,0,1137
"CMP1138","C11N2O3",208.1293,0,11,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,78.76,1.153,0,1138
"CMP1139","C17O5",284.1789,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,3,2,68.9,3.182,0,1139
"CMP1140","C20H2N2O3S2",382.37148,0,20,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,107,4.793,0,1140
"CMP1141","C12O5",224.1254,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,64.99,1.81,0,1141
"CMP1142","C23N2O4",368.2571,0,23,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,5,1,60.89,4.291,0,1142
"CMP1143","C8ClNO",161.5447,0,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,43.09,2.33,0,1143
"CMP1144","C9O3",156.0945,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,35.53,1.516,0,1144
"CMP1145","C17N2NaO6S",383.24646928,2,17,0,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,3,1,133.3,-0.05,0,1145
"CMP1146","C15IN2",335.07837,0,15,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,6.48,3.219,0,1146
"CMP1147","C6NO",102.0703,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,32.86,1.217,0,1147
"CMP1148","C18F3O5",353.1848096,0,18,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,1,75.99,4.185,0,1148
"CMP1149","C10N3O",178.1265,0,10,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,71.77,1.6,0,1149
"CMP1150","C16N3O4",298.1889,0,16,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,112.7,1.605,0,1150
"CMP1151","C7N4O2",172.1005,0,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,72.68,-1.03,0,1151
"CMP1152","C10NO7",246.1095,0,10,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,148.1,-1.54,0,1152
"CMP1153","C27ClN2O4",451.7529,0,27,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,2,2,63.95,5.895,0,1153
"CMP1154","C19Cl2N2",327.1227,0,19,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,6.48,5.395,0,1154
"CMP1155","C13N5",226.1726,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,73.1,2.818,0,1155
"CMP1156","C29Cl2N2O2",479.2285,0,29,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,3,43.78,5.827,0,1156
"CMP1157","C15O5",260.1575,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,2,2,86.99,2.433,0,1157
"CMP1158","C16O5",272.1682,0,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,53.99,2.482,0,1158
"CMP1159","C22ClN3O5",421.7055,0,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,3,2,102.6,3.018,0,1159
"CMP1160","C22ClN2O4S",423.7644,0,22,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,2,84.38,4.235,0,1160
"CMP1161","C11NO4",210.122,0,11,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,1,56.79,2.303,0,1161
"CMP1162","C4NO3PS",173.086462,0,4,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.51,1.63,0,1162
"CMP1163","C10NO7",246.1095,0,10,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,148.1,-1.54,0,1163
"CMP1164","C12N4O2",232.154,0,12,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,72.68,0.617,0,1164
"CMP1165","C15N3O3S",302.2438,0,15,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,3,103.2,3.846,0,1165
"CMP1166","C8N",110.0923,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.03,2.257,0,1166
"CMP1167","C24N2O4S2",444.3978,0,24,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,2,131.6,3.991,0,1167
"CMP1168","C9Cl2N2O",223.0151,0,9,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,55.12,2.921,0,1168
